iata,name,city,city_norm,country,continent,type,lat,lon
ESR,Ricardo García Posada Airport,El Salvador,el salvador,CL,SA,medium_airport,-26.3111,-69.765198
SOM,San Tomé Airport,El Tigre,el tigre,VE,SA,medium_airport,8.9451465606689,-64.151084899902
VIG,Juan Pablo Pérez Alfonso Airport,El Vigía,el vigia,VE,SA,medium_airport,8.624139,-71.672668
EBD,El-Obeid Airport,El-Obeid,el-obeid,SD,AF,medium_airport,13.1532,30.2327
EZS,Elazığ Airport,Elazığ,elazıg,TR,AS,medium_airport,38.597974,39.28348
ELC,Elcho Island Airport,Elcho Island,elcho island,AU,OC,medium_airport,-12.019399642899998,135.570999146
EDL,Eldoret International Airport,Eldoret,eldoret,KE,AF,large_airport,0.404458,35.238899
ESL,Elista Airport,Elista,elista,RU,EU,medium_airport,46.3739013671875,44.33089828491211
EKO,Elko Regional Airport,Elko,elko,US,NA,medium_airport,40.82490158081055,-115.79199981689453
ELM,Elmira Corning Regional Airport,Elmira/Corning,elmira/corning,US,NA,medium_airport,42.1599006652832,-76.8916015625
EMD,Emerald Airport,Emerald,emerald,AU,OC,medium_airport,-23.5674991608,148.179000854
EMK,Emmonak Airport,Emmonak,emmonak,US,NA,medium_airport,62.78609848,-164.4909973
ENO,Teniente Ramon A. Ayub Gonzalez International Airport,Encarnación,encarnacion,PY,SA,large_airport,-27.227537,-55.837584
ENU,Akanu Ibiam International Airport,Enegu,enegu,NG,AF,large_airport,6.473718,7.560463
NBE,Enfidha - Hammamet International Airport,Enfidha,enfidha,TN,AF,medium_airport,36.075833,10.438611
ENF,Enontekio Airport,Enontekio,enontekio,FI,EU,medium_airport,68.362602233887,23.424299240112
ENH,Enshi Xujiaping Airport,Enshi (Enshi),enshi (enshi),CN,AS,medium_airport,30.320299,109.485001
EBB,Entebbe International Airport,Entebbe,entebbe,UG,AF,large_airport,0.042386,32.443501
BRR,Barra Airport,Eoligarry,eoligarry,GB,EU,medium_airport,57.0228,-7.44306
ERL,Erenhot Saiwusu International Airport,Erenhot,erenhot,CN,AS,medium_airport,43.424079,112.091081
ERF,Erfurt-Weimar Airport,Erfurt,erfurt,DE,EU,large_airport,50.978281,10.960713
ERI,Erie International Tom Ridge Field,Erie,erie,US,NA,medium_airport,42.083127,-80.173867
ERH,Moulay Ali Cherif Airport,Errachidia,errachidia,MA,AF,medium_airport,31.9475002289,-4.39833021164
ERC,Erzincan Airport,Erzincan,erzincan,TR,AS,medium_airport,39.7102012634,39.527000427199994
ERZ,Erzurum International Airport,Erzurum,erzurum,TR,AS,medium_airport,39.956501,41.1702
ORN,Oran Es-Sénia (Ahmed Ben Bella) International Airport,Es-Sénia,es-senia,DZ,AF,large_airport,35.620648,-0.622486
EBJ,Esbjerg Airport,Esbjerg,esbjerg,DK,EU,medium_airport,55.525902,8.5534
ESC,Delta County Airport,Escanaba,escanaba,US,NA,medium_airport,45.723199,-87.088623
AOE,Hasan Polatkan Airport,Eskişehir,eskisehir,TR,AS,large_airport,39.811644,30.519268
SID,Amílcar Cabral International Airport,Espargos,espargos,CV,AF,large_airport,16.7414,-22.9494
EPR,Esperance Airport,Esperance,esperance,AU,OC,medium_airport,-33.684399,121.822998
EQS,Esquel Brigadier Antonio Parodi International Airport,Esquel,esquel,AR,SA,medium_airport,-42.908001,-71.139503
ESU,Essaouira-Mogador Airport,Essaouira,essaouira,MA,AF,medium_airport,31.397499,-9.68167
EUG,Eugene Airport,Eugene,eugene,US,NA,medium_airport,44.124599,-123.211998
EVV,Evansville Regional Airport,Evansville,evansville,US,NA,medium_airport,38.0369987488,-87.5324020386
EVE,Harstad/Narvik Airport,Evenes,evenes,NO,EU,large_airport,68.491302,16.678101
TTN,Trenton Mercer Airport,Ewing Township,ewing township,US,NA,medium_airport,40.276699,-74.813499
EXT,Exeter International Airport,"Exeter, Devon","exeter, devon",GB,EU,medium_airport,50.734261,-3.413984
LEA,Learmonth Airport,Exmouth,exmouth,AU,OC,medium_airport,-22.235201,114.090024
EHU,Ezhou Huahu International Airport,Ezhou,ezhou,CN,AS,large_airport,30.341178,115.03926
FAI,Fairbanks International Airport,Fairbanks,fairbanks,US,NA,medium_airport,64.815102,-147.856003
LYP,Faisalabad International Airport,Faisalabad,faisalabad,PK,AS,large_airport,31.364923,72.995319
AYJ,Maharshi Valmiki International Airport,Faizabad,faizabad,IN,AS,medium_airport,26.747736,82.163664
FKQ,Fakfak Airport,Fakfak,fakfak,ID,AS,medium_airport,-2.920508,132.267011
AOI,Marche Airport,Falconara Marittima (AN),falconara marittima (an),IT,EU,medium_airport,43.616299,13.3623
FGU,Fangatau Airport,Fangatau,fangatau,PF,OC,medium_airport,-15.820044,-140.888071
HUH,Huahine-Fare Airport,Fare,fare,PF,OC,medium_airport,-16.687084,-151.021593
FAR,Hector International Airport,Fargo,fargo,US,NA,medium_airport,46.9207,-96.815804
FAO,Faro - Gago Coutinho International Airport,Faro,faro,PT,EU,large_airport,37.015909,-7.970939
KIR,Kerry Airport,Farranfore,farranfore,IE,EU,medium_airport,52.180901,-9.52378
FAY,Fayetteville Regional Airport - Grannis Field,Fayetteville,fayetteville,US,NA,medium_airport,34.991199,-78.880302
XNA,Northwest Arkansas National Airport,Fayetteville/Springdale/Rogers,fayetteville/springdale/rogers,US,NA,medium_airport,36.281898,-94.306801
FEC,João Durval Carneiro Airport,Feira de Santana,feira de santana,BR,SA,medium_airport,-12.200694,-38.906164
GRZ,Graz Airport,Feldkirchen bei Graz,feldkirchen bei graz,AT,EU,large_airport,46.9911,15.4396
FEG,Fergana International Airport,Fergana,fergana,UZ,AS,medium_airport,40.358799,71.745003
FEN,Fernando de Noronha Airport,Fernando de Noronha,fernando de noronha,BR,SA,medium_airport,-3.854534,-32.423017
FSC,Figari Sud-Corse Airport,Figari,figari,FR,EU,large_airport,41.50185,9.097092
FLG,Flagstaff Pulliam Airport,Flagstaff,flagstaff,US,NA,medium_airport,35.139757,-111.669826
FNT,Bishop International Airport,Flint,flint,US,NA,medium_airport,42.969294,-83.743355
FLR,"Florence Airport, Peretola",Florence,florence,IT,EU,large_airport,43.808558,11.202822
FLA,Gustavo Artunduaga Paredes Airport,Florencia,florencia,CO,SA,medium_airport,1.58919,-75.5644
FLN,Hercílio Luz International Airport,Florianópolis,florianopolis,BR,SA,large_airport,-27.670279,-48.552502
FRO,Florø Airport,Florø,florø,NO,EU,medium_airport,61.583599090576,5.0247201919556
XCH,Christmas Island International Airport,Flying Fish Cove,flying fish cove,CX,AS,large_airport,-10.450387,105.6911
FOG,Foggia Gino Lisa Airport,Foggia (FG),foggia (fg),IT,EU,medium_airport,41.433596,15.534566
WGA,Wagga Wagga Airport,Forest Hill,forest hill,AU,OC,medium_airport,-35.163484,147.46832
FRL,Forlì-Luigi Ridolfi International Airport,Forlì (FC),forli (fc),IT,EU,medium_airport,44.194801,12.0701
FMA,Formosa National Airport,Formosa,formosa,AR,SA,medium_airport,-26.2127,-58.2281
GRK,Killeen Regional Airport / Robert Gray Army Airfield,Fort Cavazos,fort cavazos,US,NA,medium_airport,31.0672,-97.828903
YPY,Fort Chipewyan Airport,Fort Chipewyan,fort chipewyan,CA,NA,medium_airport,58.7672004699707,-111.11699676513672
FOD,Fort Dodge Regional Airport,Fort Dodge,fort dodge,US,NA,medium_airport,42.552624,-94.191237
YAG,Fort Frances Municipal Airport,Fort Frances,fort frances,CA,NA,medium_airport,48.655749,-93.44349
FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,fort lauderdale,US,NA,large_airport,26.072599,-80.152702
TBN,Waynesville-St. Robert Regional Airport-Forney Field,Fort Leonard Wood,fort leonard wood,US,NA,medium_airport,37.7416,-92.140701
YMM,Fort McMurray International Airport,Fort McMurray,fort mcmurray,CA,NA,medium_airport,56.653301,-111.222
RSW,Southwest Florida International Airport,Fort Myers,fort myers,US,NA,large_airport,26.534685,-81.752816
YYE,Fort Nelson Airport,Fort Nelson,fort nelson,CA,NA,medium_airport,58.8363990784,-122.597000122
YXJ,Fort St John / North Peace Regional Airport,Fort Saint John,fort saint john,CA,NA,medium_airport,56.238098,-120.739998
PZH,Zhob Airport,Fort Sandeman,fort sandeman,PK,AS,medium_airport,31.358400344848633,69.4636001586914
YFS,Fort Simpson Airport,Fort Simpson,fort simpson,CA,NA,medium_airport,61.76020050048828,-121.23699951171875
FSM,Fort Smith Regional Airport,Fort Smith,fort smith,US,NA,medium_airport,35.336601,-94.367401
FWA,Fort Wayne International Airport,Fort Wayne,fort wayne,US,NA,medium_airport,40.978896,-85.194465
FTW,Fort Worth Meacham International Airport,Fort Worth,fort worth,US,NA,medium_airport,32.819919,-97.360818
FYU,Fort Yukon Airport,Fort Yukon,fort yukon,US,NA,medium_airport,66.571651,-145.249987
FDF,Martinique Aimé Césaire International Airport,Fort-de-France,fort-de-france,MQ,NA,large_airport,14.591,-61.003201
FOR,Pinto Martins International Airport,Fortaleza,fortaleza,BR,SA,large_airport,-3.775833,-38.532222
FUO,Foshan Shadi Airport,Foshan (Nanhai),foshan (nanhai),CN,AS,medium_airport,23.0825,113.070833
IGU,Cataratas International Airport,Foz do Iguaçu,foz do iguacu,BR,SA,large_airport,-25.594167,-54.489444
MVB,M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,franceville,GA,AF,large_airport,-1.65616,13.438
FRW,Phillip Gaonwe Matante International Airport,Francistown,francistown,BW,AF,large_airport,-21.159183,27.468826
FRA,Frankfurt Main Airport,Frankfurt,frankfurt,DE,EU,large_airport,50.026706,8.55835
YFC,Fredericton International Airport,Fredericton,fredericton,CA,NA,medium_airport,45.868697,-66.529891
MBS,MBS International Airport,Freeland,freeland,US,NA,medium_airport,43.533181,-84.083104
FPO,Grand Bahama International Airport,Freeport,freeport,BS,NA,large_airport,26.557996,-78.695583
FNA,Lungi International Airport,Freetown (Lungi-Town),freetown (lungi-town),SL,AF,large_airport,8.61644,-13.1955
FAT,Fresno Yosemite International Airport,Fresno,fresno,US,NA,large_airport,36.775767,-119.718018
FDH,Bodensee Airport Friedrichshafen,Friedrichshafen,friedrichshafen,DE,EU,large_airport,47.671299,9.51149
FJR,Fujairah International Airport,Fujairah,fujairah,AE,AS,large_airport,25.108411,56.328061
FUK,Fukuoka Airport,Fukuoka,fukuoka,JP,AS,large_airport,33.585899353027344,130.4510040283203
FUN,Funafuti International Airport,Funafuti,funafuti,TV,OC,medium_airport,-8.523885,179.196976
FNC,Cristiano Ronaldo International Airport,Funchal,funchal,PT,EU,large_airport,32.697812,-16.774613
FYJ,Fuyuan Dongji Airport,Fuyuan,fuyuan,CN,AS,medium_airport,48.197219,134.36298
FYN,Fuyun Koktokay Airport,Fuyun,fuyun,CN,AS,medium_airport,46.804169,89.512006
FOC,Fuzhou Changle International Airport,Fuzhou (Changle),fuzhou (changle),CN,AS,large_airport,25.929254,119.672524
GBB,Gabala International Airport,Gabala,gabala,AZ,AS,medium_airport,40.808617,47.725389
GAE,Gabès Matmata International Airport,Gabès,gabes,TN,AF,medium_airport,33.733691,9.91941
GBE,Sir Seretse Khama International Airport,Gaborone,gaborone,BW,AF,large_airport,-24.555201,25.9182
GCH,Gachsaran Airport,Gachsaran,gachsaran,IR,AS,medium_airport,30.333869,50.833796
GAF,Gafsa Ksar International Airport,Gafsa,gafsa,TN,AF,medium_airport,34.422000885009766,8.822500228881836
GNV,Gainesville Regional Airport,Gainesville,gainesville,US,NA,medium_airport,29.6900997162,-82.2717971802
GAL,Edward G. Pitka Sr Airport,Galena,galena,US,NA,medium_airport,64.736198,-156.936997
KCT,Koggala Airport,Galle,galle,LK,AS,medium_airport,5.993680000305176,80.32029724121094
GEV,Gällivare Airport,Gällivare,gallivare,SE,EU,medium_airport,67.13240051269531,20.814599990844727
GUP,Gallup Municipal Airport,Gallup,gallup,US,NA,medium_airport,35.511653,-108.788166
GMB,Gambela Airport,Gambela,gambela,ET,AF,medium_airport,8.12876,34.563099
GAM,Gambell Airport,Gambell,gambell,US,NA,medium_airport,63.767694,-171.733303
GAN,Gan International Airport,Gan,gan,MV,AS,large_airport,-0.692975,73.152627
YQX,Gander International Airport,Gander,gander,CA,NA,medium_airport,48.936258,-54.567719
GNJ,Ganja International Airport,Ganja,ganja,AZ,AS,large_airport,40.738692,46.320383
GXH,Gannan Xiahe Airport,Gannan (Xiahe),gannan (xiahe),CN,AS,medium_airport,34.819014,102.622261
GAQ,Gao International Airport,Gao,gao,ML,AF,medium_airport,16.248466,-0.005389
GCK,Garden City Regional Airport,Garden City,garden city,US,NA,medium_airport,37.9275016785,-100.723999023
GOU,Garoua International Airport,Garoua,garoua,CM,AF,large_airport,9.334785,13.372129
GYY,Gary/Chicago International Airport,Gary,gary,US,NA,medium_airport,41.617087,-87.413206
DCY,Daocheng Yading Airport,Garzê (Daocheng),garze (daocheng),CN,AS,medium_airport,29.31632,100.060317
KGT,Kangding Airport,Garzê (Kangding),garze (kangding),CN,AS,medium_airport,30.142464,101.73872
YGP,Michel-Pouliot Gaspé Airport,Gaspé,gaspe,CA,NA,medium_airport,48.774915,-64.481893
GAY,Gaya Airport,Gaya,gaya,IN,AS,medium_airport,24.744301,84.951202
GZT,Gaziantep Oğuzeli International Airport,Gaziantep,gaziantep,TR,AS,large_airport,36.947201,37.478699
ADB,Adnan Menderes International Airport,Gaziemir,gaziemir,TR,AS,large_airport,38.2924,27.157
GZP,Gazipaşa-Alanya Airport,Gazipaşa,gazipasa,TR,AS,medium_airport,36.299217,32.300598
BDT,Gbadolite Airport,Gbadolite,gbadolite,CD,AF,medium_airport,4.252745,20.975271
GDN,Gdańsk Lech Wałęsa Airport,Gdańsk,gdansk,PL,EU,large_airport,54.377602,18.4662
GDZ,Gelendzhik Airport,Gelendzhik,gelendzhik,RU,EU,medium_airport,44.5820926295,38.0124807358
GMA,Gemena Airport,Gemena,gemena,CD,AF,medium_airport,3.23537,19.771299
GES,General Santos International Airport,General Santos,general santos,PH,AS,large_airport,6.057208,125.096243
GVA,Geneva Cointrin International Airport,Geneva,geneva,CH,EU,large_airport,46.238098,6.10895
GOA,Genoa Cristoforo Colombo Airport,Genova (GE),genova (ge),IT,EU,large_airport,44.412039,8.840732
GRJ,George Airport,George,george,ZA,AF,large_airport,-34.0056,22.378902
GCM,Owen Roberts International Airport,George Town,george town,KY,NA,large_airport,19.292801,-81.357697
GEO,Cheddi Jagan International Airport,Georgetown,georgetown,GY,SA,large_airport,6.49855,-58.254101
MNI,John A. Osborne Airport,Gerald's Park,gerald's park,MS,NA,large_airport,16.791835,-62.193204
LTD,Ghadames Airport,Ghadames,ghadames,LY,AF,medium_airport,30.145484,9.702095
GHT,Ghat Airport,Ghat,ghat,LY,AF,medium_airport,25.1455993652,10.142600059500001
GIB,Gibraltar Airport,Gibraltar,gibraltar,GI,EU,large_airport,36.151679,-5.34978
GIL,Gilgit Airport,Gilgit,gilgit,PK,AS,medium_airport,35.918800354003906,74.33360290527344
GCC,Northeast Wyoming Regional Airport,Gillette,gillette,US,NA,medium_airport,44.3489,-105.539001
GRO,Girona-Costa Brava Airport,Girona,girona,ES,AF,large_airport,41.904639,2.761774
GIS,Gisborne Airport,Gisborne,gisborne,NZ,OC,medium_airport,-38.6633,177.977997
GID,Gitega Airport,Gitega,gitega,BI,AF,medium_airport,-3.417209,29.911308
GLT,Gladstone Airport,Gladstone,gladstone,AU,OC,medium_airport,-23.869763,151.225439
GLA,Glasgow Airport,Glasgow,glasgow,GB,EU,large_airport,55.871899,-4.43306
GDV,Dawson Community Airport,Glendive,glendive,US,NA,medium_airport,47.137658,-104.80691
GDE,Gode Airport,Gode,gode,ET,AF,medium_airport,5.93513011932,43.5786018372
GYN,Santa Genoveva International Airport,Goiânia,goiania,BR,SA,large_airport,-16.632,-49.220699
ETZ,Metz-Nancy-Lorraine Airport,Goin,goin,FR,EU,medium_airport,48.982101,6.25132
OOL,Gold Coast Airport,Gold Coast,gold coast,AU,OC,large_airport,-28.165962,153.506641
GLF,Golfito Airport,Golfito,golfito,CR,NA,medium_airport,8.65401,-83.182198
GOQ,Golmud Airport,Golmud,golmud,CN,AS,medium_airport,36.4006,94.786102
GMQ,Golog Maqên Airport,Golog (Maqên),golog (maqen),CN,AS,medium_airport,34.418066,100.301144
GOM,Goma International Airport,Goma,goma,CD,AF,large_airport,-1.666758,29.238037
GMO,Gombe Lawanti International Airport,Gombe,gombe,NG,AF,medium_airport,10.298889,10.9
GME,Gomel Airport,Gomel,gomel,BY,EU,medium_airport,52.527000427246094,31.016700744628906
GDB,Gondia Airport,Gondia,gondia,IN,AS,medium_airport,21.526817,80.290347
YNY,Yangyang International Airport,Gonghang-ro,gonghang-ro,KR,AS,large_airport,38.060481,128.669822
YYR,Goose Bay Airport,Goose Bay,goose bay,CA,NA,medium_airport,53.3191986084,-60.4258003235
GOP,Gorakhpur Airport,Gorakhpur,gorakhpur,IN,AS,medium_airport,26.739700317399997,83.4496994019
BWK,Brač Airport,Gornji Humac,gornji humac,HR,EU,medium_airport,43.284454,16.678362
GKA,Goroka Airport,Goronka,goronka,PG,OC,medium_airport,-6.081689834590001,145.391998291
GOT,Göteborg Landvetter Airport,Göteborg,goteborg,SE,EU,large_airport,57.6628,12.2798
FUJ,Fukue Airport,Goto,goto,JP,AS,medium_airport,32.666302,128.832993
GVR,Coronel Altino Machado Airport,Governador Valadares,governador valadares,BR,SA,medium_airport,-18.895882,-41.982869
PLZ,Chief Dawid Stuurman International Airport,Gqeberha (Port Elizabeth),gqeberha (port elizabeth),ZA,AF,large_airport,-33.989715,25.617353
LGG,Liège Airport,Grâce-Hollogne,grace-hollogne,BE,EU,medium_airport,50.638574,5.443897
LPA,Gran Canaria Airport,Gran Canaria Island,gran canaria island,ES,AF,large_airport,27.9319,-15.3866
GRX,F.G.L. Airport Granada-Jaén Airport,Granada,granada,ES,EU,medium_airport,37.188702,-3.77736
GCN,Grand Canyon National Park Airport,Grand Canyon - Tusayan,grand canyon - tusayan,US,NA,medium_airport,35.9524,-112.147003
SFG,Grand Case-l'Espérance Airport,Grand Case,grand case,MF,NA,medium_airport,18.100057,-63.047444
GFK,Grand Forks International Airport,Grand Forks,grand forks,US,NA,medium_airport,47.949299,-97.176102
GRI,Central Nebraska Regional Airport,Grand Island,grand island,US,NA,medium_airport,40.967498779296875,-98.30960083007812
GJT,Grand Junction Regional Airport,Grand Junction,grand junction,US,NA,medium_airport,39.126663,-108.529387
GRR,Gerald R. Ford International Airport,Grand Rapids,grand rapids,US,NA,large_airport,42.880798,-85.522797
GBJ,Marie-Galante Airport,Grand-Bourg,grand-bourg,GP,NA,medium_airport,15.868925,-61.270087
YQU,Grande Prairie Airport,Grande Prairie,grande prairie,CA,NA,medium_airport,55.1796989441,-118.885002136
YQA,Muskoka Airport,Gravenhurst,gravenhurst,CA,NA,medium_airport,44.975376,-79.306546
GTF,Great Falls International Airport,Great Falls,great falls,US,NA,medium_airport,47.481998,-111.371002
GRB,Austin Straubel International Airport,Green Bay,green bay,US,NA,medium_airport,44.483459,-88.130805
GSO,Piedmont Triad International Airport,Greensboro,greensboro,US,NA,large_airport,36.09937,-79.937262
GLH,Mid Delta Regional Airport,Greenville,greenville,US,NA,medium_airport,33.482899,-90.985603
GSP,Greenville-Spartanburg International Airport,Greenville/Greer/Spartanburg,greenville/greer/spartanburg,US,NA,medium_airport,34.895699,-82.218903
GNB,Grenoble Alpes Isère Airport,Grenoble,grenoble,FR,EU,medium_airport,45.3629,5.32937
FMO,Münster Osnabrück Airport,Greven,greven,DE,EU,large_airport,52.133816,7.688482
GFF,Griffith Airport,Griffith,griffith,AU,OC,medium_airport,-34.2508010864,146.067001343
HUY,Humberside Airport,"Grimsby, Lincolnshire","grimsby, lincolnshire",GB,EU,medium_airport,53.576152,-0.34954
GRY,Grímsey Airport,Grímsey/Sandvík,grimsey/sandvik,IS,EU,medium_airport,66.5458,-18.0173
GRQ,Groningen Airport Eelde,Groningen,groningen,NL,EU,large_airport,53.119107,6.577652
GTE,Groote Eylandt Airport,Groote Eylandt,groote eylandt,AU,OC,medium_airport,-13.972405,136.458553
GRV,Akhmat Kadyrov Grozny International Airport,Grozny,grozny,RU,AS,large_airport,43.388106,45.699772
GDL,Guadalajara International Airport,Guadalajara,guadalajara,MX,NA,large_airport,20.523342,-103.310108
GJA,La Laguna Airport,Guanaja,guanaja,HN,NA,medium_airport,16.4454,-85.906601
GYS,Guangyuan Panlong Airport,Guangyuan (Lizhou),guangyuan (lizhou),CN,AS,medium_airport,32.390254,105.694571
CAN,Guangzhou Baiyun International Airport,Guangzhou,guangzhou,CN,AS,large_airport,23.392401,113.299004
GPI,Guapi Airport,Guapi,guapi,CO,SA,medium_airport,2.57013,-77.897969
GUA,La Aurora International Airport,Guatemala City,guatemala city,GT,NA,large_airport,14.582896,-90.527515
GYE,José Joaquín de Olmedo International Airport,Guayaquil,guayaquil,EC,SA,large_airport,-2.15742,-79.883598
GYA,Guayaramerín Airport,Guayaramerín,guayaramerin,BO,SA,medium_airport,-10.88856,-65.380955
GYM,General José María Yáñez International Airport,Guaymas,guaymas,MX,NA,medium_airport,27.9689998626709,-110.92500305175781
ELU,Guemar Airport - مطار قمار بالوادي,Guemar,guemar,DZ,AF,medium_airport,33.511398,6.77679
KWL,Guilin Liangjiang International Airport,Guilin (Lingui),guilin (lingui),CN,AS,large_airport,25.219828,110.039553
KWE,Guiyang Longdongbao International Airport,Guiyang (Nanming),guiyang (nanming),CN,AS,large_airport,26.541805,106.80402
GPT,Gulfport Biloxi International Airport,Gulfport,gulfport,US,NA,medium_airport,30.405582,-89.069836
GKN,Gulkana Airport,Gulkana,gulkana,US,NA,medium_airport,62.155859,-145.454662
ULU,Gulu Airport,Gulu,gulu,UG,AF,medium_airport,2.8055601119995117,32.27180099487305
GUC,Gunnison Crested Butte Regional Airport,Gunnison,gunnison,US,NA,medium_airport,38.534672,-106.934566
KUV,Gunsan Airport / Gunsan Air Base,Gunsan,gunsan,KR,AS,medium_airport,35.903801,126.615997
GNS,Binaka Airport,Gunungsitoli,gunungsitoli,ID,AS,medium_airport,1.16628,97.704327
GWD,New Gwadar International Airport,Gurandani,gurandani,PK,AS,large_airport,25.296733,62.498822
URY,Gurayat Domestic Airport,Gurayat,gurayat,SA,AS,medium_airport,31.412413,37.278898
GUR,Gurney Airport,Gurney,gurney,PG,OC,medium_airport,-10.3114995956,150.333999634
SBH,St. Jean Airport,Gustavia,gustavia,BL,NA,medium_airport,17.904398,-62.843333
GST,Gustavus Airport,Gustavus,gustavus,US,NA,medium_airport,58.4253006,-135.7070007
GAU,Lokpriya Gopinath Bordoloi International Airport,Guwahati,guwahati,IN,AS,large_airport,26.106654,91.585226
PZO,General Manuel Carlos Piar International Airport,Guyana City,guyana city,VE,SA,large_airport,8.28853,-62.760399
GYU,Guyuan Liupanshan Airport,Guyuan (Yuanzhou),guyuan (yuanzhou),CN,AS,medium_airport,36.078889,106.216944
HEA,Herat - Khwaja Abdullah Ansari International Airport,Guzara,guzara,AF,AS,large_airport,34.209999,62.228298
GWL,Gwalior Airport,Gwalior,gwalior,IN,AS,medium_airport,26.29330062866211,78.22779846191406
KWJ,Gwangju Airport,Gwangju,gwangju,KR,AS,medium_airport,35.123173,126.805444
MQT,Marquette/Sawyer International Airport,Gwinn,gwinn,US,NA,medium_airport,46.351498,-87.395884
QGY,Győr-Pér Airport,Győr,gyor,HU,EU,medium_airport,47.628436,17.804718
LWN,Shirak International Airport,Gyumri,gyumri,AM,AS,large_airport,40.750401,43.859299
HAS,Ha'il Airport,Ha'il,ha'il,SA,AS,medium_airport,27.437901,41.686298
HAQ,Hanimaadhoo International Airport,Haa Dhaalu Atoll,haa dhaalu atoll,MV,AS,large_airport,6.743235,73.167072
HAC,Hachijojima Airport,Hachijojima,hachijojima,JP,AS,medium_airport,33.114843,139.785645
SKN,"Stokmarknes Airport, Skagen",Hadsel,hadsel,NO,EU,medium_airport,68.578827,15.033417
GUM,Antonio B. Won Pat International Airport,Hagåtña,hagatna,GU,OC,large_airport,13.485,144.797282
HGR,Hagerstown Regional Richard A Henson Field,Hagerstown,hagerstown,US,NA,medium_airport,39.708771,-77.728014
XNN,Xining Caojiabao International Airport,Haidong (Huzhu Tu Autonomous County),haidong (huzhu tu autonomous county),CN,AS,large_airport,36.52775,102.040215
HFA,Uri Michaeli Haifa International Airport,Haifa,haifa,IL,AS,medium_airport,32.810219,35.043719
HAK,Haikou Meilan International Airport,Haikou (Meilan),haikou (meilan),CN,AS,large_airport,19.9349,110.459
HLD,Hulunbuir Hailar Airport,Hailar,hailar,CN,AS,large_airport,49.208616,119.822301
SUN,Friedman Memorial Airport,Hailey,hailey,US,NA,medium_airport,43.50439835,-114.2959976
HNS,Haines Airport,Haines,haines,US,NA,medium_airport,59.243921,-135.523925
HPH,Cat Bi International Airport,Haiphong (Hai An),haiphong (hai an),VN,AS,large_airport,20.817428,106.724315
YKO,Hakkari Yüksekova Airport,Hakkari,hakkari,TR,AS,medium_airport,37.5497,44.2381
HKD,Hakodate Airport,Hakodate,hakodate,JP,AS,large_airport,41.77,140.822006
YHZ,Halifax / Stanfield International Airport,Halifax,halifax,CA,NA,large_airport,44.8807983398,-63.5085983276
HAD,Halmstad Airport,Halmstad,halmstad,SE,EU,medium_airport,56.69110107421875,12.820199966430664
HWR,Halwara International Airport,Halwara,halwara,IN,AS,large_airport,30.748501,75.629799
HDM,Hamadan Airport,Hamadan,hamadan,IR,AS,medium_airport,34.869202,48.552502
HAM,Hamburg Helmut Schmidt Airport,Hamburg,hamburg,DE,EU,large_airport,53.630402,9.98823
HMI,Hami Airport,Hami,hami,CN,AS,medium_airport,42.8414,93.669197
YHM,John C. Munro Hamilton International Airport,Hamilton,hamilton,CA,NA,medium_airport,43.17348,-79.931185
HTI,Hamilton Island Airport,Hamilton Island,hamilton island,AU,OC,medium_airport,-20.3581008911,148.95199585
HFT,Hammerfest Airport,Hammerfest,hammerfest,NO,EU,medium_airport,70.679703,23.6686
HNM,Hana Airport,Hana,hana,US,OC,medium_airport,20.795601,-156.014008
RSI,Red Sea International Airport,Hanak,hanak,SA,AS,large_airport,25.627975,37.088914
HNA,Iwate Hanamaki Airport,Hanamaki,hanamaki,JP,AS,medium_airport,39.4286,141.134995
CMX,Houghton County Memorial Airport,Hancock,hancock,US,NA,medium_airport,47.168399810791016,-88.48909759521484
HDG,Handan Airport,Handan,handan,CN,AS,medium_airport,36.524824,114.424126
HGH,Hangzhou Xiaoshan International Airport,Hangzhou,hangzhou,CN,AS,large_airport,30.23609,120.428865
HAJ,Hannover Airport,Hannover,hannover,DE,EU,large_airport,52.461102,9.68508
HAN,Noi Bai International Airport,Hanoi,hanoi,VN,AS,large_airport,21.221201,105.806999
HZG,Hanzhong Chenggu Airport,Hanzhong (Chenggu),hanzhong (chenggu),CN,AS,medium_airport,33.133527,107.203817
HRE,Robert Gabriel Mugabe International Airport,Harare,harare,ZW,AF,large_airport,-17.931801,31.0928
HRB,Harbin Taiping International Airport,Harbin,harbin,CN,AS,large_airport,45.623402,126.25
HGA,Egal International Airport,Hargeisa,hargeisa,SO,AF,large_airport,9.514082,44.083469
HRL,Valley International Airport,Harlingen,harlingen,US,NA,medium_airport,26.228500366210938,-97.65440368652344
MDT,Harrisburg International Airport,Harrisburg,harrisburg,US,NA,medium_airport,40.192838,-76.762333
HRO,Boone County Airport,Harrison,harrison,US,NA,medium_airport,36.26150131225586,-93.15470123291016
BDL,Bradley International Airport,Hartford,hartford,US,NA,large_airport,41.938555,-72.688016
HME,Hassi Messaoud-Oued Irara Krim Belkacem Airport,Hassi Messaoud,hassi messaoud,DZ,AF,medium_airport,31.673,6.14044
HDY,Hat Yai International Airport,Hat Yai,hat yai,TH,AS,large_airport,6.93321,100.392998
